"""ClassificationCode""","""ClassificationCode"" Descriptions"
4730,"HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS"
48,VALVES
4810,"VALVES, POWERED"
4820,"VALVES, NONPOWERED"
49,MAINT/REPAIR SHOP EQPT
4910,MOTOR VEHICLE MAINT EQ
4910,MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT
4920,AIRCRAFT MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT
4920,AIRCRAFT MAINT & REP SHOP EQ
4921,TORPEDO MAINT REP & CHECKOUT EQ
4921,"TORPEDO MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT"
4923,"DEPTH CHARGES AND UNDERWATER MINES MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT"
4923,DEPTH CHARGES-MINES MAINT & REP EQ
4925,"AMMUNITION MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT"
4925,AMMUNITION MAINT - CHECKOUT EQ
4927,"ROCKET MAINTENANCE, REPAIR AND CHECKOUT SPECIALIZED EQUIPMENT"
4927,ROCKET MAINT & REP EQ
4930,LUBRICATION AND FUEL DISPENSING EQUIPMENT
4930,LUBRICATION & FUEL DISPENSING EQ
4931,FIRE CONTROL MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT
4931,FIRE CONT MAINT EQ
4933,WEAPONS MAINT EQ
4933,WEAPONS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT
4935,"GUIDED MISSILE MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT"
4935,GUIDED MISSILE MAINT EQ
4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT
4940,MISC MAINT EQ
4960,"SPACE VEHICLE MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT"
4960,SPACE VEHICLE MAINT EQ
4970,"MULTIPLE GUIDED WEAPONS, SPECIALIZED MAINTENANCE AND REPAIR SHOP EQUIPMENT"
4970,MULTI GUIDED WEAPON/SPEC MAINT EQ
51,HAND TOOLS
5110,"HAND TOOLS, EDGED, NONPOWERED"
5120,"HAND TOOLS, NONEDGED, NONPOWERED"
5130,"HAND TOOLS, POWER DRIVEN"
5133,"DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE"
5133,"DRILL BITS,COUNTERBORES & SINKS"
5136,"TAPS, DIES, AND COLLETS; HAND AND MACHINE"
5136,"TAPS,DIES & COLLETS-HAND & MACHINE"
5140,TOOL AND HARDWARE BOXES
5180,SETS KITS & OUTFITS OF HAND TOOLS
5180,"SETS, KITS, AND OUTFITS OF HAND TOOLS"
52,MEASURING TOOLS
5210,"MEASURING TOOLS, CRAFTSMEN'S"
5220,GAGES & PRECISION LAYOUT TOOL
5220,INSPECTION GAGES AND PRECISION LAYOUT TOOLS
5280,"SETS, KITS, AND OUTFITS OF MEASURING TOOLS"
5280,"SETS, KITS & OUTFITS OF MEASURING T"
53,HARDWARE AND ABRASIVES
5305,SCREWS
5306,BOLTS
5307,STUDS
5310,NUTS AND WASHERS
5315,"NAILS, MACHINE KEYS, AND PINS"
5320,RIVETS
5325,FASTENING DEVICES
5330,PACKING AND GASKET MATERIALS
5331,O-RING
5335,METAL SCREENING
5340,"HARDWARE, COMMERCIAL"
5340,HARDWARE
5341,BRACKETS
5342,"HARDWARE, WEAPON SYSTEM"
5345,"DISKS AND STONES, ABRASIVE"
5350,ABRASIVE MATERIALS
5355,KNOBS AND POINTERS
5360,"COIL, FLAT, LEAF, AND WIRE SPRINGS"
5365,"BUSHINGS, RINGS, SHIMS AND SPACERS"
5365,"BUSHINGS, RINGS, SHIMS, AND SPACERS"
54,PREFAB STRUCTURES/SCAFFOLDING
5410,PREFABRICATED AND PORTABLE BUILDINGS
5410,PREFABRICATED & PORTABLE BUILDINGS
5411,RIGID WALL SHELTERS
5419,COLLECTIVE MODULAR SUPPORT SYSTEM
5420,"BRIDGES, FIXED AND FLOATING"
5430,STORAGE TANKS
5440,SCAFFOLDING EQUIPMENT AND CONCRETE FORMS
5440,SCAFFOLDING EQ & CONCRETE FORMS
5445,PREFABRICATED TOWER STRUCTURES
5450,MISC PREFABRICATED STRUCTURES
5450,MISCELLANEOUS PREFABRICATED STRUCTURES
55,"LUMBER, MILLWORK, PLYWOOD, VENEER"
5510,LUMBER AND RELATED BASIC WOOD MATERIALS
5510,LUMBER & RELATED WOOD MATERIALS
5520,MILLWORK
5530,PLYWOOD AND VENEER
56,CONSTRUCTION AND BUILDING MATERIAL
5610,"MINERAL CONSTRUCTION MATERIALS, BULK"
5610,MINERAL CONTRUCT MATERIALS BULK
5620,"TILE, BRICK AND BLOCK"
5620,"TILE, BRICK, AND BLOCK"
5630,"PIPE AND CONDUIT, NONMETALLIC"
5640,"WALLBOARD, BUILDING PAPER, AND THERMAL INSULATION MATERIALS"
5640,WALLBOARD BLDG & THERMAL INSULATION
5650,ROOFING AND SIDING MATERIALS
5660,"FENCING, FENCES, GATES AND COMPONENTS"
5660,FENCING FENCES & GATES
5670,"BUILDING COMPONENTS, PREFABRICATED"
5675,NONWOOD CONSTRUCT MATERIAL
5675,NONWOOD CONSTRUCTION LUMBER AND RELATED MATERIALS
5680,MISCELLANEOUS CONSTRUCTION MATERIALS
5680,MISC CONTRUCT MATERIALS
58,COMM/DETECT/COHERENT RADIATION
5805,TELEPHONE AND TELEGRAPH EQUIPMENT
5805,TELEPHONE AND TELEGRAPH EQUIPMENT
5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS
5810,COMM SECURITY EQ & COMPS
5811,OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS
5811,OTHER CRYPTOLOGIC EQUIPMENT AND COMPONENTS
5811,OTHER CRYPTOLOGIC EQ & COMPONENTS
5815,TELETYPE AND FACSIMILE EQUIPMENT
5820,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE"
5820,RADIO TV EQ EXCEPT AIRBORNE
5821,RADIO & TV EQ AIRBORNE
5821,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE"
5825,RADIO NAVIGATION EQ - EXCEPT AIR
5825,"RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE"
5826,RADIO NAVIGATION EQ AIR
5826,"RADIO NAVIGATION EQUIPMENT, AIRBORNE"
5830,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, EXCEPT AIRBORNE"
5830,INTERCOMM PUBLIC ADDRESS SYS EX AIR
5831,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, AIRBORNE"
5831,INTERCOMM PUBLIC ADDRESS SYS - AIR
5835,SOUND RECORDING AND REPRODUCING EQUIPMENT
5835,SOUND RECORDING & REPRODUCING EQ
5836,VIDEO RECORDING AND REPRODUCING EQUIPMENT
5836,VIDEO RECORDING AND REPRODUCING EQU
5840,"RADAR EQUIPMENT, EXCEPT AIRBORNE"
5841,"RADAR EQUIPMENT, AIRBORNE"
5845,UNDERWATER SOUND EQUIPMENT
5850,VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT
5850,VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT
5850,VISIBLE INVISIBLE LIGHT COMMUN EQ
5855,"NIGHT VISION EQUIPMENT, EMITTED AND REFLECTED RADIATION"
5855,NIGHT VISION EQ
5860,STIMULATED COHERENT RADIATION DEV
5860,"STIMULATED COHERENT RADIATION DEVICES, COMPONENTS, AND ACCESSORIES"
5865,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT"
5865,ELEC COUNTERMEASURE & QUICK REAC EQ
5895,MISC COMMUNICATION EQ
5895,MISCELLANEOUS COMMUNICATION EQUIPMENT
5895,MISCELLANEOUS COMMUNICATION EQUIPMENT
59,ELECTRICAL/ELECTRONIC EQPT COMPNTS
5905,RESISTORS
5910,CAPACITORS
5915,FILTERS AND NETWORKS
5920,"FUSES, ARRESTORS, ABSORBERS, AND PROTECTORS"
5920,FUSES ARRESTERS ABORBERS & PROTECTO
5925,CIRCUIT BREAKERS
5930,SWITCHES
5935,"CONNECTORS, ELECTRICAL"
5940,LUGS TERMINALS & TERMINAL STRIPS
5940,"LUGS, TERMINALS, AND TERMINAL STRIPS"
5945,RELAYS AND SOLENOIDS
5950,COILS AND TRANSFORMERS
5955,OSCILLATORS AND PIEZOELECTRIC CRYSTALS
5955,OSCILLATORS PIEZOELECTRIC CRYSTALS
5960,ELECTRON TUBES & ASSOC HARDWARE
5960,ELECTRON TUBES AND ASSOCIATED HARDWARE
5961,SEMICONDUCTOR DEVICES AND ASSOCIATED HARDWARE
5961,SEMI CONDUCTOR DEVICES
5962,"MICROCIRCUITS, ELECTRONIC"
5963,ELECTRONIC MODULES
5965,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS"
5965,"HEADSET,HANDSET,MICROPHONE & SPEAK"
5970,ELECTRICAL INSULATORS AND INSULATING MATERIALS
5970,ELECT INSULATORS & INSULATING MAT
5975,ELECTRICAL HARDWARE AND SUPPLIES
5977,ELECT CONTACT BRUSHES & ELECTRODES
5977,ELECTRICAL CONTACT BRUSHES AND ELECTRODES
5980,OPTOELECTRICAL DEVICES/ASSOC HARDWA
5980,OPTOELECTRONIC DEVICES AND ASSOCIATED HARDWARE
5985,"ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT"
5985,ANTENNAS WAVEGUIDES & RELATED EQ
5990,SYNCHROS AND RESOLVERS
5995,CABLE CORD WIRE ASSEMBLY - COMM EQ
5995,"CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT"
5996,AMPLIFIERS
5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE"
5998,ELE ASSEMB-BDS CARDS-ASSOC HARDWARE
5999,MSC ELECT & ELECTRONIC COMPONENTS
5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS
60,FIBER OPTIC
6004,ROTARY JOINTS
6005,"COUPLERS, SPLITTERS, & MIXERS"
6006,ATTENUATORS
6007,FILTERS
6008,OPTICAL MULTIPLEXERS/DEMULTIPLEXERS
6010,FIBER OPTIC CONDUCTORS
6010,FIBER OPTIC CONDUCTORS
6015,FIBER OPTIC CABLES
6015,FIBER OPTIC CABLES
6020,FIBER OPTIC CABLE ASSEMBLY & HARNES
6020,FIBER OPTIC CABLE ASSEMBLIES AND HARNESSES
6020,FIBER OPTIC CABLE ASSEMBLIES AND HARNESSES
6021,FIBER OPTIC SWITCHES
6021,FIBER OPTIC SWITCHES
6025,FIBER OPTIC TRANSMITTERS
6026,FIBER OPTIC RECEIVERS
6029,FIBER OPTIC REPEATERS
6030,FIBER OPTIC DEVICES
6030,FIBER OPTIC DEVICES
6031,INTEGRATED OPTICAL CIRCUITS
6032,FIBER OPTIC LIGHT SOURCES AND PHOTO DETECTORS
6032,FIBER OPTIC LIGHT SOURCES AND PHOTO DETECTORS
6032,FIBER OPTIC LIGHT SOURCES
6033,FIBER OPTIC PHOTO DETECTORS
6034,FIBER OPTIC MOD/DEMODULATORS
6035,FIBER OPTIC LIGHT TRANSFER AND IMAGE TRANSFER DEVICES
6035,FIBER OPTIC LIGHT TRANSFER AND IMAGE TRANSFER DEVICES
6035,FIBER OPTIC LIGHT/IMAGE TRANSFER
6040,FIBER OPTIC SENSORS
6050,FIBER OPTIC PASSIVE DEVICES
6060,FIBER OPTIC INTERCONNECTORS
6060,FIBER OPTIC INTERCONNECTORS
6070,FIBER OPTIC ACCESSORIES & SUPPLIES
6070,FIBER OPTIC ACCESSORIES AND SUPPLIES
6070,FIBER OPTIC ACCESSORIES AND SUPPLIES
6080,FIBER OPTIC KITS AND SETS
6080,FIBER OPTIC KITS AND SETS
6099,MISC FIBER OPTIC COMPONENTS
6099,MISCELLANEOUS FIBER OPTIC COMPONENTS
6099,MISCELLANEOUS FIBER OPTIC COMPONENTS
61,"ELECTRIC WIRE, POWER DISTRIB EQPT"
6105,"MOTORS, ELECTRICAL"
6110,ELECTRICAL CONTROL EQUIPMENT
6115,"GENERATORS AND GENERATOR SETS, ELECTRICAL"
6115,GENERATORS & GENERATOR SETS ELECT
6116,"FUEL CELL POWER UNITS, COMPONENTS, AND ACCESSORIES"
6116,"FUEL CELL POWER UNITS, COMP, ACC"
6117,SOLAR ELECTRIC POWER SYSTEMS
6120,TRANSFORMERS: DISTRIBUTION AND POWER STATION
6120,TRANSFORMERS - DISTRIB & POWER STA
6125,"CONVERTERS, ELECTRICAL, ROTATING"
6130,"CONVERTERS, ELECTRICAL, NONROTATING"
6135,"BATTERIES, NONRECHARGEABLE"
6140,"BATTERIES, RECHARGEABLE"
6145,"WIRE AND CABLE, ELECTRICAL"
6150,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT
6150,MISC ELECTRIC POWER & DISTRIB EQ
6160,MISC BATTERY RET FIXTURES & LINERS
6160,"MISCELLANEOUS BATTERY RETAINING FIXTURES, LINERS AND ANCILLARY ITEMS"
62,"LIGHTING FIXTURES, LAMPS"
6210,INDOOR AND OUTDOOR ELECTRIC LIGHTING FIXTURES
6210,INDOOR & OUTDOOR ELEC LIGHTING FIXT
6220,ELECTRIC VEHICULAR LIGHTS AND FIXTURES
6220,ELEC VEHICULAR LIGHTS & FIXTURES
6230,ELEC PORTABLE & HAND LIGHTING EQ
6230,ELECTRIC PORTABLE AND HAND LIGHTING EQUIPMENT
6240,ELECTRIC LAMPS
6250,"BALLASTS, LAMPHOLDERS, AND STARTERS"
6260,NONELECTRICAL LIGHTING FIXTURES
63,"ALARM, SIGNAL, SECURITY DETECTION"
6310,TRAFFIC AND TRANSIT SIGNAL SYSTEMS
6320,SHIPBOARD ALARM AND SIGNAL SYSTEMS
6320,SHIPBOARD ALARM AND SIGNALS SYSTEMS
6330,RAILROAD SIGNAL AND WARNING DEVICES
6340,AIRCRAFT ALARM AND SIGNAL SYSTEMS
6350,"MISC ALARM, SIGNAL, SEC SYSTEMS"
6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
65,MEDICAL/DENTAL/VETERINARY EQPT/SUPP
6505,DRUGS AND BIOLOGICALS
6506,BLOOD
6506,BLOOD AND BLOOD PRODUCTS
6507,BLOOD DERIVATIVES
6508,MEDICATED COSMETICS AND TOILETRIES
6509,"DRUGS AND BIOLOGICALS, VETERINARY USE"
6510,SURGICAL DRESSING MATERIALS
6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6515,"MED & SURGICAL INSTRUMENTS,EQ & SUP"
6520,"DENTAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6520,DENTAL INSTRUMENTS EQ & SUPPLIES
6525,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY"
6525,"X-RAY EQ SUPPLIES - MED, DENTAL & V"
6530,"HOSP FURNITURE,EQ,UTENSILS & SUP"
6530,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES"
6532,HOSPITAL & SURGICAL CLOTHING
6532,HOSPITAL AND SURGICAL CLOTHING AND RELATED SPECIAL PURPOSE ITEMS
6540,"OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6540,OPTHALMIC INSTRUMENTS EQ & SUPPLIES
6545,"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"
6545,MEDICAL SETS KITS & OUTFITS
6550,"IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS"
6550,"IN VITRO DIAGNO SUBSTANCES,REAGENTS"
6555,HUMAN TISSUE AND CADAVERS
66,INSTRUMENTS AND LABORATORY EQPT
6605,NAVIGATIONAL INSTRUMENTS
6610,FLIGHT INSTRUMENTS
6615,AUTO PILOT MECHANISMS AIRBORNE GYRO
6615,AUTOMATIC PILOT MECHANISMS AND AIRBORNE GYRO COMPONENTS
6620,ENGINE INSTRUMENTS
6625,ELECT ELECTRONIC MEASURING INSTRUMT
6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS
6630,CHEMICAL ANALYSIS INSTRUMENTS
6632,"ANALYSIS INSTRUMENTS, MEDICAL LABORATORY USE"
6635,PHYSICAL PROPERTIES TESTING AND INSPECTION
6635,PHYSICAL PROPERTIES TEST EQ
6636,ENVIRONMENTAL CHAMBERS & RELATED EQ
6636,ENVIRONMENTAL CHAMBERS AND RELATED EQUIPMENT
6640,LABORATORY EQUIPMENT AND SUPPLIES
6645,TIME MEASURING INSTRUMENTS
6650,OPTICAL INSTRUMENTS
6650,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES"
6655,GEOPHYSICAL INSTRUMENTS
6660,METEOROLOG INSTRUMENTS & APPARATUS
6660,METEOROLOGICAL INSTRUMENTS AND APPARATUS
6665,HAZARD-DETECTING INSTRU & APPARATUS
6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS
6670,SCALES AND BALANCES
6675,"DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS"
6675,DRAFTING SURVEYING & MAPPING INSTRU
6680,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS"
6680,LIQUID-GAS-MOTION MEASURING INSTRU
6685,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS"
6685,PRESSURE TEMP HUMIDITY INSTRUMENTS
6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS
6695,COMBINATION & MISC INSTRUMENTS
67,PHOTOGRAPHIC EQPT
6710,"CAMERAS, MOTION PICTURE"
6720,"CAMERAS, STILL PICTURE"
6730,PHOTOGRAPHIC PROJECTION EQUIPMENT
6740,PHOTOGRAPHIC DEVELOPING AND FINISHING EQUIPMENT
6740,PHOTO DEVELOPLNG & FINISHING EQ
6750,PHOTOGRAPHIC SUPPLIES
6760,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES
6760,PHOTOGRAPHIC EQ & ACCESSORIES
6770,"FILM, PROCESSED"
6780,"PHOTOGRAPHIC SETS, KITS, AND OUTFITS"
6780,PHOTOGRAPHIC SETS KITS & OUTFITS
68,CHEMICALS AND CHEMICAL PRODUCTS
6810,CHEMICALS
6820,DYES
6830,GASES: COMPRESSED AND LIQUEFIED
6830,GASES: COMPRESSED AND LIQUEFIED
6835,MEDICAL GASES
6840,PEST CONTROL AGENTS AND DISINFECTANTS
6840,PEST CONT AGENTS & DISINFECTANTS
6850,MISCELLANEOUS CHEMICAL SPECIALTIES
69,TRAINING AIDS AND DEVICES
6910,TRAINING AIDS
6920,ARMAMENT TRAINING DEVICES
6930,OPERATION TRAINING DEVICES
6940,COMMUNICATION TRAINING DEVICES
7,IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS
70,ADP EQPT/SOFTWARE/SUPPLIES AND EQPT
70,"INFORMATION TECHNOLOGY EQUIPMENT (INCLD FIRMWARE) SOFTWARE,SUPPLIES& SUPPORT EQUIPMENT"
7010,ADPE SYSTEM CONFIGURATION
7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION
7020,"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG"
7020,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG"
7020,ADP CENTRAL PROCESSING UNIT-ANALOG
7021,"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"
7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"
7021,ADP CENTRAL PROCESSING UNIT-DIGITAL
7022,"ADP CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID"
7022,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID"
7022,ADP CENTRAL PROCESSING UNIT-HYBRID
7025,ADP INPUT/OUTPUT AND STORAGE DEVICES
7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES
7025,ADP INPUT/OUTPUT & STORAGE DEVICES
7030,ADP SOFTWARE
7030,INFORMATION TECHNOLOGY SOFTWARE
7035,ADP SUPPORT EQUIPMENT
7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT
7040,PUNCHED CARD EQUIPMENT
7042,MINI AND MICRO COMPUTER CONTROL DEVICES
7042,MINI & MICRO COMPUTER CONT DEVICES
7045,ADP SUPPLIES
7045,INFORMATION TECHNOLOGY SUPPLIES
7050,ADP COMPONENTS
7050,INFORMATION TECHNOLOGY COMPONENTS
7A,IT AND TELECOM - APLLICATIONS
7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE)
7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE)
7B,IT AND TELECOM - COMPUTE
7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7B21,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7C,IT AND TELECOM - DATA CENTER
7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7D,IT AND TELECOM - DELIVERY
7D20,IT AND TELECOM - SERVICE DELIVERY MANAGEMENT (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7E,IT AND TELECOM - END USER
7E20,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Productivity Tool (HW/Perpetual SW)"
7E20,"IT and Telecom - End User: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools (HW/Perp SW)"
7E21,IT AND TELECOM - MOBILE DEVICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7F,IT AND TELECOM - IT MANAGEMENT
7F20,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G,IT AND TELECOM - NETWORK
7G20,IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)"
7H,IT AND TELECOM - PLATFORM
7H20,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)"
7J,IT AND TELECOM - SECURITY AND COMPLIANCE
7J20,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7K,IT AND TELECOM - STORAGE
7K20,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
71,FURNITURE
7105,HOUSEHOLD FURNITURE
7110,OFFICE FURNITURE
7125,"CABINETS, LOCKERS, BINS, AND SHELVING"
7125,CABINETS LOCKERS BINS & SHELVING
7195,MISC FURNITURE & FIXTURES
7195,MISCELLANEOUS FURNITURE AND FIXTURES
72,HOUSEHOLD/COMMERC FURNISH/APPLIANCE
7210,HOUSEHOLD FURNISHINGS
7220,FLOOR COVERINGS
7230,"DRAPERIES, AWNINGS, AND SHADES"
7240,HOUSEHOLD AND COMMERCIAL UTILITY CONTAINERS
7240,HOUSEHOLD & COMM UTIL CONTAINERS
7290,MSC HOUSEHOLD FURNISHINGS APPLIANCE
7290,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
73,FOOD PREPARATION/SERVING EQPT
7310,"FOOD COOKING, BAKING, AND SERVING EQUIPMENT"
7310,FOOD COOKING BAKING SERVING EQ
7320,KITCHEN EQUIPMENT AND APPLIANCES
7330,KITCHEN HAND TOOLS AND UTENSILS
7340,CUTLERY AND FLATWARE
7350,TABLEWARE
7360,SET KIT & OUTFIT FOOD PREP & SERV
7360,"SETS, KITS, OUTFITS AND MODULES, FOOD PREPERATION AND SERVING"
74,OFFICE MACH/TEXT PROCESS/VISIB REC
7420,ACCOUNTING AND CALCULATING MACHINES
7430,TYPEWRITERS AND OFFICE TYPE COMPOSING MACHINES
7430,TYPEWRITER & OFFICE COMPOSING MACH
7435,OFFICE INFORMATION SYSTEM EQUIPMENT
7450,OFFICE SOUND RECORDING REPRO MACH
7450,OFFICE TYPE SOUND RECORDING AND REPRODUCING MACHINES
7460,VISIBLE RECORD EQUIPMENT
7490,MISCELLANEOUS OFFICE MACHINES
75,OFFICE SUPPLIES AND DEVICES
7510,OFFICE SUPPLIES
7520,OFFICE DEVICES AND ACCESSORIES
7530,STATIONERY AND RECORD FORMS
7540,STANDARD FORMS
76,"BOOKS, MAPS, OTHER PUBLICATIONS"
7610,BOOKS AND PAMPHLETS
7630,NEWSPAPERS AND PERIODICALS
7640,"MAPS, ATLASES, CHARTS, AND GLOBES"
7641,"AERONAUTICAL MAPS, CHARTS AND GEODETIC PRODUCTS"
7641,"AERO MAPS, CHARTS, GEODETIC PRODS"
7642,"HYDROGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS"
7642,"HYDRO MAPS, CHARTS, GEODESIC PROJ"
7643,"Topographic Maps, Charts & Geodesic Pr"
7643,"TOPOGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS"
7644,"DIGITAL MAPS, CHARTS, GEODETIC PROD"
7644,"DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS"
7650,DRAWINGS AND SPECIFICATIONS
7660,SHEET AND BOOK MUSIC
7670,"MICROFILM, PROCESSED"
7690,MISCELLANEOUS PRINTED MATTER
77,MUSICAL INST/PHONOGRAPH/HOME RADIO
7710,MUSICAL INSTRUMENTS
7720,MUSICAL INSTRUMENT PARTS AND ACCESSORIES
7720,MUSICAL INSTRUMENT PARTS & ACC
7730,"PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE"
7730,"PHONOGRAPH,RADIO & TV-HOME TYPE"
7735,"PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE"
7740,PHONOGRAPH RECORDS
78,RECREATIONAL/ATHLETIC EQPT
7810,ATHLETIC AND SPORTING EQUIPMENT
7820,"GAMES, TOYS, AND WHEELED GOODS"
7830,RECREATIONAL & GYMNASTIC EQ
7830,RECREATIONAL AND GYMNASTIC EQUIPMENT
79,CLEANING EQPT AND SUPPLIES
7910,FLOOR POLISHERS AND VACUUM CLEANING EQUIPMENT
7910,FLOOR POLISHERS & VACUUM CLEANERS
7920,"BROOMS, BRUSHES, MOPS, AND SPONGES"
7930,CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS
7930,CLEANING/POLISHING COMPOUNDS & PREP
80,"BRUSHES, PAINTS, SEALERS, ADHESIVES"
8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS"
8010,"PAINT,DOPE,VARNISH & RELATED PROD"
8020,PAINT AND ARTISTS' BRUSHES
